short-code,full-name,lat_max,lon_min,lat_min,lon_max,lat_max_,lon_min_,lat_min_,lon_max_,avg_lat,avg_lon,zoom,lons,lats
CE,central,51.75,0.15,52.65,-1.2,51.75,0.15,52.65,-1.2,52.2,-0.525,8,,
